"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-62.28","82.52","ALERT","2400300","1963-09","1963","09","-9.1","","-15.0","","-12.1","","-1.1","","-21.7","","0.0","","34.5","","23.6","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1963-10","1963","10","-15.1","","-21.9","","-18.5","","-6.1","","-27.2","","0.0","","4.1","","3.8","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1963-11","1963","11","-20.3","","-28.7","","-24.5","","0.6","","-40.6","","0.0","","7.6","","6.9","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1963-12","1963","12","-24.0","","-31.7","","-27.9","","-14.4","S","-38.3","","0.0","","23.4","","23.4","","41","","","","",""
"-62.28","82.52","ALERT","2400300","1964-01","1964","01","-29.9","","-36.9","","-33.4","","-13.3","","-45.0","","0.0","","6.9","","6.9","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1964-02","1964","02","-29.6","","-37.1","","-33.4","","-16.7","","-45.6","","0.0","","4.1","","3.3","","41","","","","",""
"-62.28","82.52","ALERT","2400300","1964-03","1964","03","-27.2","","-36.0","","-31.6","","-12.2","","-45.0","","0.0","","6.9","","6.1","","46","","","","",""
"-62.28","82.52","ALERT","2400300","1964-04","1964","04","-21.8","","-31.2","","-26.5","","-6.7","","-40.0","","0.0","","2.0","","1.3","","46","","","","",""
"-62.28","82.52","ALERT","2400300","1964-05","1964","05","-10.3","","-16.2","","-13.3","","-1.1","S","-25.6","","0.0","","28.2","","12.4","","48","","","","",""
"-62.28","82.52","ALERT","2400300","1964-06","1964","06","2.9","","-2.0","","0.5","","10.6","S","-10.6","","0.0","","18.5","","14.0","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1964-07","1964","07","5.4","","-0.3","","2.6","","11.1","","-2.8","","9.7","","37.6","","45.7","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1964-08","1964","08","4.4","","-1.3","","1.6","","11.7","","-3.9","S","1.5","","20.1","","18.8","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1964-09","1964","09","-8.6","","-14.4","","-11.5","","1.1","","-22.2","S","0.0","T","18.0","","15.5","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1964-10","1964","10","-17.7","","-23.7","","-20.7","","-12.8","","-30.0","","0.0","","37.3","","32.0","","41","","","","",""
"-62.28","82.52","ALERT","2400300","1964-11","1964","11","-25.4","","-31.9","","-28.7","","-15.6","","-35.6","","0.0","","3.8","","4.6","","41","","","","",""
"-62.28","82.52","ALERT","2400300","1964-12","1964","12","-26.1","","-33.6","","-29.9","","-15.0","","-43.3","","0.0","","4.3","","4.3","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1965-01","1965","01","-27.8","","-35.5","","-31.7","","-10.6","","-43.3","","0.0","","35.1","","36.1","","66","","","","",""
"-62.28","82.52","ALERT","2400300","1965-02","1965","02","-25.9","","-35.6","","-30.8","","1.1","","-46.1","","0.0","","5.8","","5.8","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1965-03","1965","03","-26.6","","-35.5","","-31.1","","-15.6","S","-40.6","","0.0","","10.9","","10.9","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1965-04","1965","04","-21.5","","-28.7","","-25.1","","-14.4","S","-35.6","","0.0","","11.9","","11.9","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1965-05","1965","05","-6.7","","-12.4","","-9.6","","0.6","","-22.2","","0.0","","2.5","","1.5","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1965-06","1965","06","-0.7","","-4.4","","-2.6","","2.2","S","-7.8","","0.0","T","14.7","","14.2","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1965-07","1965","07","5.1","","-0.1","","2.5","","11.1","","-2.8","","3.0","","22.9","","25.9","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1965-08","1965","08","2.4","","-2.5","","-0.1","","15.6","","-11.1","","0.8","","29.2","","30.0","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1965-09","1965","09","-7.8","","-14.3","","-11.1","","4.4","","-22.8","","0.0","T","7.4","","7.1","","3","","","","",""
"-62.28","82.52","ALERT","2400300","1965-10","1965","10","-16.6","","-24.0","","-20.3","","-7.8","","-30.6","","0.0","","10.2","","8.9","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1965-11","1965","11","-14.6","","-22.9","","-18.8","","0.0","","-35.0","","0.0","","17.0","","11.2","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1965-12","1965","12","-25.0","","-33.7","","-29.4","","-15.0","S","-42.2","S","0.0","","8.9","","8.1","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1966-01","1966","01","-28.9","","-37.2","","-33.1","","-11.1","","-48.9","","0.0","","7.1","","6.1","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1966-02","1966","02","-25.5","","-35.2","","-30.4","","-10.6","","-41.1","S","0.0","","0.5","","0.0","T","10","","","","",""
"-62.28","82.52","ALERT","2400300","1966-03","1966","03","-33.6","","-39.7","","-36.7","","-25.6","","-45.0","S","0.0","","10.4","","8.1","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1966-04","1966","04","-25.4","","-32.2","","-28.8","","-12.8","","-40.0","S","0.0","","2.5","","3.6","","8","","","","",""
"-62.28","82.52","ALERT","2400300","1966-05","1966","05","-5.3","","-12.0","","-8.7","","3.9","S","-20.6","S","0.0","","23.1","","17.0","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1966-06","1966","06","3.1","","-2.6","","0.3","","11.7","S","-11.7","S","3.6","","7.9","","15.2","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1966-07","1966","07","6.2","","0.8","","3.5","","15.0","","-2.8","S","8.4","","22.6","","33.8","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1966-08","1966","08","5.7","","-0.2","","2.8","","16.1","","-5.0","S","9.4","","5.6","","13.7","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1966-09","1966","09","-7.6","","-13.3","","-10.5","","7.2","","-20.6","","0.5","","71.9","","56.9","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1966-10","1966","10","-22.4","","-28.4","","-25.4","","-7.8","","-37.2","","0.0","","6.6","","6.1","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1966-11","1966","11","-25.4","","-32.9","","-29.2","","-17.8","S","-41.1","S","0.0","","13.7","","11.9","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1966-12","1966","12","-27.1","","-35.4","","-31.3","","-17.2","","-46.1","","0.0","","13.5","","13.0","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1967-01","1967","01","-25.8","","-36.1","","-31.0","","-10.0","","-45.6","","0.0","","4.6","","5.8","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1967-02","1967","02","-33.6","","-41.0","","-37.3","","-22.2","","-46.1","S","0.0","","12.2","","11.2","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1967-03","1967","03","-28.6","","-37.5","","-33.1","","-7.8","","-45.6","","0.0","","5.8","","7.4","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1967-04","1967","04","-17.3","","-25.3","","-21.3","","-8.9","S","-35.6","","0.0","","3.6","","3.6","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1967-05","1967","05","-2.4","","-8.1","","-5.3","","5.6","","-17.8","","0.0","","13.7","","9.4","","8","","","","",""
"-62.28","82.52","ALERT","2400300","1967-06","1967","06","0.8","","-3.9","","-1.6","","10.0","","-11.7","","0.5","","13.7","","15.2","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1967-07","1967","07","8.9","","1.7","","5.3","","17.2","S","-1.1","S","0.5","","1.5","","2.3","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1967-08","1967","08","4.1","","-1.4","","1.4","","13.9","","-6.1","","12.2","","39.1","","51.8","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1967-09","1967","09","-6.3","","-12.9","","-9.6","","1.1","","-19.4","S","2.0","","29.2","","29.7","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1967-10","1967","10","-12.9","","-20.3","","-16.6","","-3.9","","-28.3","","0.0","","15.2","","12.7","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1967-11","1967","11","-26.1","","-33.1","","-29.6","","-14.4","","-37.8","","0.0","","15.5","","15.0","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1967-12","1967","12","-24.0","","-32.6","","-28.3","","-13.9","","-38.9","","0.0","","10.7","","9.1","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1968-01","1968","01","-30.4","","-36.8","","-33.6","","-22.2","","-43.9","S","0.0","","10.4","","10.4","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1968-02","1968","02","-33.6","","-40.1","","-36.9","","-23.3","","-45.6","","0.0","","14.5","","14.2","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1968-03","1968","03","-29.6","","-36.6","","-33.1","","-18.3","","-46.7","","0.0","","26.9","","26.9","","51","","","","",""
"-62.28","82.52","ALERT","2400300","1968-04","1968","04","-22.9","","-30.7","","-26.8","","-17.8","S","-39.4","","0.0","","12.2","","12.2","","46","","","","",""
"-62.28","82.52","ALERT","2400300","1968-05","1968","05","-7.9","","-14.0","","-11.0","","4.4","","-25.6","","0.0","","8.1","","8.6","","48","","","","",""
"-62.28","82.52","ALERT","2400300","1968-06","1968","06","1.8","","-2.4","","-0.3","","8.3","","-6.7","","2.5","","30.7","","37.3","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1968-07","1968","07","4.1","","-0.1","","2.0","","11.1","","-2.8","S","37.6","","8.4","","47.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1968-08","1968","08","2.1","","-1.8","","0.2","","7.8","","-8.3","","18.0","","36.3","","60.2","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1968-09","1968","09","-6.9","","-12.9","","-9.9","","2.2","","-21.1","","0.0","","47.0","","26.9","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1968-10","1968","10","-12.7","","-20.9","","-16.8","","4.4","","-29.4","","0.0","","18.5","","18.8","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1968-11","1968","11","-27.4","","-33.3","","-30.4","","-15.6","","-42.8","S","0.0","","20.8","","20.8","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1968-12","1968","12","-25.4","","-33.7","","-29.6","","-11.1","","-42.2","","0.0","","6.9","","6.9","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1969-01","1969","01","-25.7","","-34.0","","-29.9","","-10.0","","-40.0","","0.0","","14.0","","14.0","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1969-02","1969","02","-29.0","","-36.0","","-32.5","","-20.6","","-41.1","","0.0","","4.1","","4.1","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1969-03","1969","03","-31.6","","-39.0","","-35.3","","-22.2","","-45.6","","0.0","","6.6","","6.6","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1969-04","1969","04","-21.6","","-30.4","","-26.0","","-5.0","","-39.4","","0.0","","20.8","","20.8","","46","","","","",""
"-62.28","82.52","ALERT","2400300","1969-05","1969","05","-6.4","","-13.7","","-10.1","","3.9","","-21.1","","0.0","","13.0","","13.0","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1969-06","1969","06","-0.4","","-3.8","","-2.1","","7.8","","-10.6","","2.0","","4.3","","6.4","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1969-07","1969","07","7.1","","0.8","","4.0","","14.4","","-1.1","S","7.1","","21.3","","28.4","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1969-08","1969","08","5.4","","-0.3","","2.6","","13.9","S","-7.2","","1.8","","13.5","","14.7","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1969-09","1969","09","-7.1","","-12.6","","-9.9","","2.2","","-22.2","","0.0","","50.8","","40.6","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1969-10","1969","10","-14.4","","-21.3","","-17.9","","-5.6","S","-35.0","","0.0","","35.6","","26.4","","53","","","","",""
"-62.28","82.52","ALERT","2400300","1969-11","1969","11","-23.6","","-32.6","","-28.1","","-9.4","","-39.4","","0.0","","4.8","","6.9","","51","","","","",""
"-62.28","82.52","ALERT","2400300","1969-12","1969","12","-24.2","","-31.9","","-28.1","","-17.8","","-37.2","","0.0","","17.3","","13.2","","56","","","","",""
"-62.28","82.52","ALERT","2400300","1970-01","1970","01","-28.9","","-37.3","","-33.1","","-6.7","","-45.6","","0.0","","5.1","","7.6","","51","","","","",""
"-62.28","82.52","ALERT","2400300","1970-02","1970","02","-32.3","","-39.7","","-36.0","","-25.0","","-44.4","","0.0","","1.0","","1.3","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1970-03","1970","03","-27.4","","-35.9","","-31.7","","-13.9","","-49.4","","0.0","","5.8","","4.8","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1970-04","1970","04","-24.5","","-30.7","","-27.6","","-14.4","","-36.7","S","0.0","","11.2","","9.1","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1970-05","1970","05","-9.3","","-14.9","","-12.1","","-1.7","","-23.3","","0.0","","32.8","","26.9","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1970-06","1970","06","0.1","","-3.9","","-1.9","","8.9","","-11.7","","3.8","","8.9","","13.2","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1970-07","1970","07","5.1","","0.6","","2.9","","13.3","","-2.8","S","4.1","","7.6","","10.9","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1970-08","1970","08","1.3","","-2.7","","-0.7","","6.7","","-7.2","","3.6","","46.7","","47.2","","3","","","","",""
"-62.28","82.52","ALERT","2400300","1970-09","1970","09","-5.8","","-12.2","","-9.0","","2.2","","-20.0","","0.0","","31.8","","20.1","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1970-10","1970","10","-13.1","","-22.0","","-17.6","","-1.7","S","-33.9","","0.0","","18.3","","12.2","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1970-11","1970","11","-21.8","","-29.5","","-25.7","","-8.3","","-34.4","S","0.0","","7.9","","5.3","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1970-12","1970","12","-25.9","","-34.4","","-30.2","","-5.6","","-40.0","S","0.0","","15.2","","11.7","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1971-01","1971","01","-31.3","","-38.0","","-34.6","","-14.4","S","-46.1","","0.0","","13.0","","9.9","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1971-02","1971","02","-30.1","","-36.2","","-33.2","","-22.2","","-44.4","","0.0","","2.8","","2.3","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1971-03","1971","03","-25.5","","-33.4","","-29.5","","-9.4","","-38.9","S","0.0","","2.0","","2.5","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1971-04","1971","04","-17.8","","-25.8","","-21.8","","-0.6","S","-38.3","","0.0","","11.7","","10.7","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1971-05","1971","05","-9.2","","-14.6","","-11.9","","-1.7","","-22.2","","0.0","","31.8","","17.0","","28","","","","",""
"-62.28","82.52","ALERT","2400300","1971-06","1971","06","2.8","","-2.6","","0.1","","11.1","","-12.8","","1.5","","3.6","","4.3","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1971-07","1971","07","6.9","","0.8","","3.9","","16.1","","-2.2","S","11.4","","7.1","","18.0","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1971-08","1971","08","3.5","","-2.1","","0.7","","8.9","","-11.1","","9.1","","34.8","","42.2","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1971-09","1971","09","-6.9","","-12.9","","-9.9","","-1.1","S","-23.3","S","0.0","T","5.3","","5.6","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1971-10","1971","10","-15.9","","-21.8","","-18.9","","-2.2","","-30.6","S","0.0","","8.4","","6.4","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1971-11","1971","11","-23.9","","-30.6","","-27.3","","-15.0","","-35.0","","0.0","","12.7","","11.9","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1971-12","1971","12","-30.3","","-36.3","","-33.3","","-18.9","","-41.1","S","0.0","","4.8","","4.8","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1972-01","1972","01","-27.0","","-34.7","","-30.9","","-7.2","","-40.0","","0.0","","9.1","","5.6","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1972-02","1972","02","-33.2","","-39.3","","-36.3","","-23.9","","-47.2","","0.0","","5.8","","4.8","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1972-03","1972","03","-28.3","","-35.2","","-31.8","","-13.3","","-40.6","S","0.0","","8.1","","7.4","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1972-04","1972","04","-22.8","","-30.1","","-26.5","","-18.3","","-37.2","","0.0","","0.8","","0.8","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1972-05","1972","05","-11.4","","-16.5","","-14.0","","-4.4","S","-24.4","","0.0","","7.1","","6.4","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1972-06","1972","06","-0.6","","-4.3","","-2.5","","5.6","","-8.9","","0.0","T","8.4","","8.6","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1972-07","1972","07","3.8","","-0.2","","1.8","","8.9","","-2.8","S","17.3","","21.3","","45.2","","3","","","","",""
"-62.28","82.52","ALERT","2400300","1972-08","1972","08","2.7","","-1.4","","0.7","","10.6","","-6.7","","2.3","","26.2","","30.5","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1972-09","1972","09","-6.8","","-12.9","","-9.9","","3.9","","-20.0","S","0.0","T","43.9","","35.1","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1972-10","1972","10","-14.7","","-22.3","","-18.5","","0.0","","-32.2","","0.0","","46.7","","20.6","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1972-11","1972","11","-21.3","","-29.2","","-25.3","","-13.3","","-36.7","S","0.0","","5.1","","7.6","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1972-12","1972","12","-28.6","","-36.3","","-32.5","","-15.6","","-43.3","","0.0","","8.6","","9.9","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1973-01","1973","01","-25.7","","-33.9","","-29.8","","-5.6","","-38.3","S","0.0","","3.6","","2.5","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1973-02","1973","02","-32.8","","-39.8","","-36.3","","-23.3","S","-49.4","","0.0","","2.3","","1.8","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1973-03","1973","03","-33.2","","-39.9","","-36.6","","-24.4","","-46.7","","0.0","","4.3","","4.8","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1973-04","1973","04","-22.7","","-30.4","","-26.6","","-8.9","","-35.0","","0.0","","25.7","","31.5","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1973-05","1973","05","-9.3","","-15.9","","-12.6","","5.6","","-24.4","S","0.0","","19.1","","12.4","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1973-06","1973","06","2.2","","-2.2","","0.0","","8.3","S","-7.8","","3.8","","43.4","","42.2","","10","","","","",""
"-62.28","82.52","ALERT","2400300","1973-07","1973","07","5.9","","0.0","","3.0","","13.3","S","-2.2","S","10.2","","10.9","","21.3","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1973-08","1973","08","3.0","","-1.9","","0.6","","12.8","","-5.6","","5.8","","17.3","","22.9","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1973-09","1973","09","-8.3","","-15.2","","-11.8","","3.3","","-26.1","","1.5","","34.0","","28.7","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1973-10","1973","10","-13.9","","-21.2","","-17.6","","-2.2","S","-30.0","","0.0","","7.1","","6.9","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1973-11","1973","11","-21.6","","-29.7","","-25.7","","-5.6","","-35.0","","0.0","","11.4","","11.4","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1973-12","1973","12","-24.3","","-31.6","","-28.0","","-11.1","","-40.0","","0.0","","8.1","","7.9","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1974-01","1974","01","-31.5","","-37.6","","-34.6","","-20.6","","-41.1","","0.0","","4.3","","4.3","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1974-02","1974","02","-31.7","","-38.6","","-35.2","","-22.8","S","-44.4","S","0.0","","0.3","","0.3","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1974-03","1974","03","-31.3","","-38.4","","-34.9","","-25.6","","-43.3","S","0.0","","9.4","","8.9","","28","","","","",""
"-62.28","82.52","ALERT","2400300","1974-04","1974","04","-20.9","","-29.9","","-25.4","","-6.7","","-35.6","","0.0","","4.6","","4.3","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1974-05","1974","05","-9.4","","-15.5","","-12.5","","1.1","","-22.2","","0.0","","8.1","","7.1","","28","","","","",""
"-62.28","82.52","ALERT","2400300","1974-06","1974","06","0.9","","-4.7","","-1.9","","9.4","","-12.2","","0.0","","8.1","","8.1","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1974-07","1974","07","5.8","","0.2","","3.0","","14.4","","-2.2","","10.7","","26.9","","37.3","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1974-08","1974","08","5.4","","-0.8","","2.3","","13.3","","-7.8","S","0.5","","16.8","","16.8","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1974-09","1974","09","-7.1","","-13.9","","-10.5","","3.9","","-27.2","","0.0","T","34.0","","29.0","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1974-10","1974","10","-15.3","","-23.5","","-19.4","","-2.2","","-31.1","S","0.0","","13.2","","13.2","","20","","","","",""
"-62.28","82.52","ALERT","2400300","1974-11","1974","11","-21.2","","-29.6","","-25.4","","-8.9","","-40.0","","0.0","","6.4","","6.4","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1974-12","1974","12","-28.3","","-35.4","","-31.9","","-16.7","","-42.2","","0.0","","4.1","","4.1","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1975-01","1975","01","-34.8","","-40.6","","-37.7","","-28.9","","-46.1","","0.0","","3.0","","3.3","","18","","","","<31",""
"-62.28","82.52","ALERT","2400300","1975-02","1975","02","-29.2","","-36.8","","-33.0","","-16.1","","-44.4","","0.0","","15.7","","13.0","","23","","","","<31",""
"-62.28","82.52","ALERT","2400300","1975-03","1975","03","-31.6","","-38.7","","-35.2","","-25.0","","-43.9","","0.0","","14.7","","12.4","","38","","","","<31",""
"-62.28","82.52","ALERT","2400300","1975-04","1975","04","-20.6","","-28.3","","-24.5","","-6.1","S","-33.9","S","0.0","","3.6","","2.5","","41","","","","<31",""
"-62.28","82.52","ALERT","2400300","1975-05","1975","05","-9.6","","-16.9","","-13.3","","-2.2","","-25.6","","0.0","","21.1","","13.2","","43","","","","<31",""
"-62.28","82.52","ALERT","2400300","1975-06","1975","06","0.1","","-4.6","","-2.3","","8.3","","-12.2","","0.5","","16.5","","11.9","","8","","","","<31",""
"-62.28","82.52","ALERT","2400300","1975-07","1975","07","7.2","","0.7","","4.0","","13.9","S","-2.2","","1.5","","1.0","","2.5","","0","","18","","87",""
"-62.28","82.52","ALERT","2400300","1975-08","1975","08","3.9","","-1.4","","1.3","","13.9","","-8.9","S","0.5","","30.0","","32.5","","15","","16","","77",""
"-62.28","82.52","ALERT","2400300","1975-09","1975","09","-8.2","","-14.1","","-11.2","","-1.7","S","-19.4","","0.0","","62.5","","18.0","","28","","23","","93",""
"-62.28","82.52","ALERT","2400300","1975-10","1975","10","-14.6","","-24.8","","-19.7","","-2.8","","-32.8","","0.0","","9.7","","5.1","","18","","25","","87",""
"-62.28","82.52","ALERT","2400300","1975-11","1975","11","-23.4","","-30.9","","-27.2","","-12.2","S","-37.8","","0.0","","13.5","","6.6","","20","","20","","77",""
"-62.28","82.52","ALERT","2400300","1975-12","1975","12","-25.2","","-33.1","","-29.2","","-18.9","S","-38.3","","0.0","","5.1","","5.6","","18","","20","","90",""
"-62.28","82.52","ALERT","2400300","1976-01","1976","01","-24.8","","-33.5","","-29.2","","-13.3","","-43.9","","0.0","","10.2","","7.9","","25","","20","","89",""
"-62.28","82.52","ALERT","2400300","1976-02","1976","02","-27.0","","-34.8","","-30.9","","-18.9","","-42.2","S","0.0","","12.2","","9.4","","36","","23","","60",""
"-62.28","82.52","ALERT","2400300","1976-03","1976","03","-28.7","","-35.3","","-32.0","","-15.6","","-45.0","","0.0","","6.4","","4.1","","33","","23","","95",""
"-62.28","82.52","ALERT","2400300","1976-04","1976","04","-23.9","","-31.1","","-27.5","","-13.9","","-37.2","S","0.0","","33.8","","31.5","","41","","32","","61",""
"-62.28","82.52","ALERT","2400300","1976-05","1976","05","-12.1","","-18.5","","-15.3","","1.7","","-23.9","S","0.0","","1.3","","1.3","","36","","34","","48",""
"-62.28","82.52","ALERT","2400300","1976-06","1976","06","0.2","","-4.5","","-2.2","","6.7","S","-9.4","S","0.0","T","0.5","","0.5","","0","","23","","61",""
"-62.28","82.52","ALERT","2400300","1976-07","1976","07","5.4","","-0.2","","2.6","","15.0","S","-6.1","","3.0","","4.3","","8.4","","0","","23","","63","S"
"-62.28","82.52","ALERT","2400300","1976-08","1976","08","3.1","","-1.6","","0.8","","8.9","","-7.2","S","5.6","","25.4","","39.1","","0","T","18","","74","S"
"-62.28","82.52","ALERT","2400300","1976-09","1976","09","-5.4","","-11.1","","-8.3","","1.7","S","-20.0","","0.0","","14.5","","11.4","","15","","34","","32",""
"-62.28","82.52","ALERT","2400300","1976-10","1976","10","-19.3","","-26.2","","-22.8","","-9.4","","-31.1","","0.0","","12.4","","12.7","","23","","25","","74",""
"-62.28","82.52","ALERT","2400300","1976-11","1976","11","-25.6","","-32.7","","-29.2","","-18.9","","-37.2","S","0.0","","9.7","","9.7","","18","","32","","72",""
"-62.28","82.52","ALERT","2400300","1976-12","1976","12","-27.0","","-34.1","","-30.6","","-15.0","","-40.0","","0.0","","14.2","","11.9","","25","","20","","90",""
"-62.28","82.52","ALERT","2400300","1977-01","1977","01","-22.2","","-30.3","","-26.3","","-11.3","","-38.5","","0.0","","9.8","","8.0","","34","","33","","87",""
"-62.28","82.52","ALERT","2400300","1977-02","1977","02","-33.2","","-40.8","","-37.0","","-21.0","","-46.0","","0.0","","2.1","","1.1","","34","","23","","67",""
"-62.28","82.52","ALERT","2400300","1977-03","1977","03","-34.3","","-40.4","","-37.4","","-19.4","","-46.0","","0.0","","2.8","","1.4","","36","","22","","31",""
"-62.28","82.52","ALERT","2400300","1977-04","1977","04","-20.0","","-27.8","","-23.9","","-8.2","","-38.5","","0.0","","4.8","","2.3","","37","","23","","96",""
"-62.28","82.52","ALERT","2400300","1977-05","1977","05","-10.2","","-16.0","","-13.1","","-2.4","","-22.8","","0.0","","11.1","","7.0","","41","","32","","37",""
"-62.28","82.52","ALERT","2400300","1977-06","1977","06","0.2","","-4.2","","-2.0","","6.0","","-10.6","","0.9","","6.0","","6.7","","9","","21","","65",""
